ticker,exchange,assetType,priceCurrency,startDate,endDate
HRMGX,NMFQS,Mutual Fund,USD,2002-10-31,2017-08-23
HRMN,NASDAQ,Stock,USD,2015-06-04,2017-07-24
HRMNU,NASDAQ,Stock,USD,2015-03-24,2017-08-01
HRMNW,NASDAQ,Stock,USD,2015-04-16,2017-07-24
HRMVX,NMFQS,Mutual Fund,USD,2002-10-31,2017-08-23
HROAX,NMFQS,Mutual Fund,USD,2017-01-03,2017-08-23
HRRRX,NMFQS,Mutual Fund,USD,2005-12-05,2017-08-23
HRS,NYSE,Stock,USD,1981-12-31,2017-08-23
HRSAX,NMFQS,Mutual Fund,USD,2007-05-02,2017-08-23
HRSCX,NMFQS,Mutual Fund,USD,1993-05-07,2017-08-23
HRSFX,NMFQS,Mutual Fund,USD,2016-06-03,2017-08-23
HRSGX,NMFQS,Mutual Fund,USD,2002-10-31,2017-08-23
HRSIX,NMFQS,Mutual Fund,USD,2017-03-03,2017-08-23
HRSMX,NMFQS,Mutual Fund,USD,2003-01-06,2017-08-23
HRSOX,NMFQS,Mutual Fund,USD,2014-02-04,2017-08-23
HRSRX,NMFQS,Mutual Fund,USD,2015-07-10,2017-08-23
HRSTX,NMFQS,Mutual Fund,USD,2007-05-02,2017-08-23
HRSVX,NMFQS,Mutual Fund,USD,1996-10-11,2017-08-23
HRT,NYSE,Stock,USD,2017-01-03,2017-03-24
HRTFF,PINK,Stock,USD,2007-08-22,2017-08-23
HRTG,NYSE,Stock,USD,2014-05-23,2017-08-23
HRTT,PINK,Stock,USD,1997-10-29,2017-08-23
HRTVX,NMFQS,Mutual Fund,USD,1984-12-28,2017-08-23
HRTX,NASDAQ,Stock,USD,1987-08-27,2017-08-23
HRUBX,NMFQS,Mutual Fund,USD,2010-04-01,2016-07-22
HRUFF,PINK,Stock,USD,2007-07-30,2017-08-23
HRVIX,NMFQS,Mutual Fund,USD,1993-10-26,2017-08-23
HRZB,PINK,Stock,USD,2010-01-21,2014-01-28
HRZCA,PINK,Stock,USD,1996-07-12,2017-08-23
HRZCB,PINK,Stock,USD,2007-07-25,2017-08-23
HRZL,OTCBB,Stock,USD,2011-10-20,2015-06-01
HRZN,NASDAQ,Stock,USD,2010-10-29,2017-08-23
HSAMX,NMFQS,Mutual Fund,USD,2005-02-04,2017-05-11
HSAVX,,Mutual Fund,USD,,
HSBC,NYSE,Stock,USD,1999-07-16,2017-08-23
HSBC-P-A,NYSE,Stock,USD,2014-09-22,2017-08-23
HSBCX,NMFQS,Mutual Fund,USD,2017-01-03,2017-08-23
HSBFX,NMFQS,Mutual Fund,USD,2017-02-28,2017-08-23
HSBGX,NMFQS,Mutual Fund,USD,2005-02-02,2017-05-11
HSBK,PINK,Stock,USD,2007-12-05,2017-08-23
HSBMX,NMFQS,Mutual Fund,USD,2005-02-02,2017-05-11
HSBRX,NMFQS,Mutual Fund,USD,2017-01-03,2017-08-23
HSBSX,NMFQS,Mutual Fund,USD,2017-01-03,2017-08-23
HSBTX,NMFQS,Mutual Fund,USD,2016-10-26,2017-08-23
HSBYX,NMFQS,Mutual Fund,USD,2017-01-03,2017-08-23
HSC,NYSE,Stock,USD,1987-11-05,2017-08-23
HSCAX,NMFQS,Mutual Fund,USD,2013-12-31,2017-08-23
HSCBX,NMFQS,Mutual Fund,USD,1996-07-22,2017-08-23
HSCCX,NMFQS,Mutual Fund,USD,1995-03-31,2017-08-23
HSCIX,NMFQS,Mutual Fund,USD,2014-01-02,2017-08-23
HSCMX,NMFQS,Mutual Fund,USD,2005-05-06,2017-05-11
HSCSX,NMFQS,Mutual Fund,USD,1998-03-04,2017-08-23
HSCYX,NMFQS,Mutual Fund,USD,1996-07-22,2017-08-23
HSCZ,NYSE ARCA,ETF,USD,2015-07-14,2017-08-23
HSDAX,NMFQS,Mutual Fund,USD,2002-11-04,2017-08-23
HSDBX,NMFQS,Mutual Fund,USD,2002-11-04,2017-08-23
HSDCX,NMFQS,Mutual Fund,USD,2002-11-04,2017-08-23
HSDFX,NMFQS,Mutual Fund,USD,2017-02-28,2017-08-23
HSDIX,NMFQS,Mutual Fund,USD,2010-04-13,2017-08-23
HSDRX,NMFQS,Mutual Fund,USD,2011-09-30,2017-08-23
HSDSX,NMFQS,Mutual Fund,USD,2011-09-30,2017-08-23
HSDT,OTCMKTS,Stock,USD,2014-06-27,2017-08-23
HSDTX,NMFQS,Mutual Fund,USD,2011-09-30,2017-08-23
HSDVX,NMFQS,Mutual Fund,USD,2012-02-06,2016-06-07
HSDYX,NMFQS,Mutual Fund,USD,2003-11-28,2017-08-23
HSEA,NYSE,Stock,USD,2008-04-03,2017-08-23
HSEB,NYSE,Stock,USD,2010-06-21,2017-08-23
HSEIX,NMFQS,Mutual Fund,USD,2015-04-01,2017-08-23
HSFAX,NMFQS,Mutual Fund,USD,2012-08-03,2017-08-23
HSFIX,NMFQS,Mutual Fund,USD,2012-08-03,2017-08-23
HSFNX,NMFQS,Mutual Fund,USD,1998-01-02,2017-08-23
HSGFX,NMFQS,Mutual Fund,USD,2000-07-24,2017-08-23
HSGX,NASDAQ,Stock,USD,2014-12-03,2017-08-23
HSH,NYSE,Stock,USD,1986-05-05,2014-08-29
HSIC,NASDAQ,Stock,USD,1995-11-03,2017-08-23
HSIEX,NMFQS,Mutual Fund,USD,2010-01-11,2017-08-23
HSII,NASDAQ,Stock,USD,1999-04-27,2017-08-23
HSIIX,NMFQS,Mutual Fund,USD,2006-01-03,2017-08-23
HSITF,PINK,Stock,USD,2007-08-06,2017-08-23
HSIVX,,Mutual Fund,USD,,
HSKA,NASDAQ,Stock,USD,1997-07-01,2017-08-23
HSLAX,NMFQS,Mutual Fund,USD,2002-02-15,2017-08-23
HSLBX,NMFQS,Mutual Fund,USD,2002-02-15,2017-08-23
HSLCX,NMFQS,Mutual Fund,USD,2002-02-15,2017-08-23
HSLFX,NMFQS,Mutual Fund,USD,2017-02-28,2017-08-23
HSLIX,NMFQS,Mutual Fund,USD,2006-08-31,2017-08-23
HSLRX,NMFQS,Mutual Fund,USD,2006-12-21,2017-08-23
HSLSX,NMFQS,Mutual Fund,USD,2006-12-21,2017-08-23
HSLTX,NMFQS,Mutual Fund,USD,2006-12-21,2017-08-23
HSLVX,NMFQS,Mutual Fund,USD,2015-01-02,2017-08-23
HSLYX,NMFQS,Mutual Fund,USD,2002-02-15,2017-08-23
HSMAX,NMFQS,Mutual Fund,USD,2004-12-31,2017-08-23
HSMBX,NMFQS,Mutual Fund,USD,2004-12-31,2017-08-23
HSMCX,NMFQS,Mutual Fund,USD,1998-07-31,2017-08-23
HSMFX,NMFQS,Mutual Fund,USD,2017-02-28,2017-08-23
HSMRX,NMFQS,Mutual Fund,USD,2011-09-30,2017-08-23
HSMSX,NMFQS,Mutual Fund,USD,2011-09-30,2017-08-23
HSMTX,NMFQS,Mutual Fund,USD,2011-09-30,2017-08-23
HSMYX,NMFQS,Mutual Fund,USD,2004-12-31,2017-08-23
HSNAX,NMFQS,Mutual Fund,USD,2007-05-31,2017-08-23
HSNBX,NMFQS,Mutual Fund,USD,2007-05-31,2017-08-23
HSNCX,NMFQS,Mutual Fund,USD,2007-05-31,2017-08-23
HSNFX,NMFQS,Mutual Fund,USD,2017-02-28,2017-08-23
HSNGF,PINK,Stock,USD,2007-07-25,2017-08-23
HSNGY,PINK,Stock,USD,2007-07-13,2017-08-23
HSNI,NASDAQ,Stock,USD,2008-08-12,2017-08-23
HSNIX,NMFQS,Mutual Fund,USD,2007-05-31,2017-08-23
HSNRX,NMFQS,Mutual Fund,USD,2011-09-30,2017-08-23
HSNSX,NMFQS,Mutual Fund,USD,2011-09-30,2017-08-23
HSNTX,NMFQS,Mutual Fund,USD,2011-09-30,2017-08-23
HSNVX,NMFQS,Mutual Fund,USD,2015-01-02,2017-08-23
HSNYX,NMFQS,Mutual Fund,USD,2007-08-31,2017-08-23
HSOAX,NMFQS,Mutual Fund,USD,1996-09-23,2017-08-23
HSON,NASDAQ,Stock,USD,2003-03-18,2017-08-23
HSOVX,,Mutual Fund,USD,,
HSP,NYSE,Stock,USD,2004-05-03,2015-09-02
HSPCX,NMFQS,Mutual Fund,USD,2000-06-30,2017-08-23
HSPG,PINK,Stock,USD,1998-06-29,2017-08-23
HSPGX,NMFQS,Mutual Fund,USD,1992-09-30,2017-08-23
HSPX,NYSE ARCA,ETF,USD,2013-06-24,2017-08-23
HSQAX,NMFQS,Mutual Fund,USD,2015-01-02,2016-12-29
HSQCX,NMFQS,Mutual Fund,USD,2015-01-02,2016-12-29
HSQIX,NMFQS,Mutual Fund,USD,2015-01-02,2016-12-29
HSQVY,PINK,Stock,USD,2007-07-13,2017-08-23
HSRGX,NMFQS,Mutual Fund,USD,2017-03-06,2017-08-23
HSRRX,NMFQS,Mutual Fund,USD,2006-01-03,2017-08-23
HSRSX,NMFQS,Mutual Fund,USD,2006-01-03,2017-08-23
HSRUX,NMFQS,Mutual Fund,USD,2011-08-15,2017-08-23
HSRVX,,Mutual Fund,USD,,
HSSAX,NMFQS,Mutual Fund,USD,1998-01-02,2017-08-23
HSSCX,NMFQS,Mutual Fund,USD,2000-06-14,2017-08-23
HSSIX,NMFQS,Mutual Fund,USD,2012-03-19,2017-08-23
HST,NYSE,Stock,USD,1980-03-17,2017-08-23
HSTAX,NMFQS,Mutual Fund,USD,1980-01-02,2017-08-23
HSTIX,NMFQS,Mutual Fund,USD,1999-10-29,2017-08-23
HSTM,NASDAQ,Stock,USD,2000-04-11,2017-08-23
HSTRX,NMFQS,Mutual Fund,USD,2002-09-16,2017-08-23
HSUAX,NMFQS,Mutual Fund,USD,2002-10-02,2017-08-23
HSUCX,NMFQS,Mutual Fund,USD,2015-01-02,2017-08-23
HSUTX,NMFQS,Mutual Fund,USD,2002-10-01,2017-08-23
HSVLX,NMFQS,Mutual Fund,USD,2012-08-03,2017-08-23
HSVRX,NMFQS,Mutual Fund,USD,2002-10-31,2017-08-23
HSWCX,NMFQS,Mutual Fund,USD,2017-01-03,2017-08-23
HSWFX,NMFQS,Mutual Fund,USD,2017-02-28,2017-08-23
HSWRX,NMFQS,Mutual Fund,USD,2017-01-03,2017-08-23
HSWSX,NMFQS,Mutual Fund,USD,2017-01-03,2017-08-23
HSWTX,NMFQS,Mutual Fund,USD,2017-01-03,2017-08-23
HSWYX,NMFQS,Mutual Fund,USD,2017-01-03,2017-08-23
HSXUF,PINK,ETF,USD,2007-07-13,2017-08-23
HSY,NYSE,Stock,USD,1980-03-17,2017-08-23
HSYFB,PINK,Stock,USD,2008-05-21,2017-08-23
HSZAX,NMFQS,Mutual Fund,USD,1998-09-30,2017-08-23
HSZCX,NMFQS,Mutual Fund,USD,1999-09-30,2017-08-23
HSZRX,NMFQS,Mutual Fund,USD,2008-01-29,2016-07-22
HSZYX,NMFQS,Mutual Fund,USD,1998-09-30,2017-08-23
HT,NYSE,Stock,USD,1999-01-21,2017-08-23
HT-P-C,NYSE,Stock,USD,1999-01-21,2017-08-23
HT-P-D,NYSE,Stock,USD,1999-01-21,2017-08-23
HT-P-E,NYSE,Stock,USD,1999-01-21,2017-08-23
HTA,NYSE,Stock,USD,2012-06-06,2017-08-23
HTAAX,NMFQS,Mutual Fund,USD,1993-02-22,2017-08-23
HTACX,NMFQS,Mutual Fund,USD,1999-09-30,2017-08-23
HTARX,NMFQS,Mutual Fund,USD,2008-01-29,2016-07-22
HTAYX,NMFQS,Mutual Fund,USD,1993-11-29,2017-08-23
HTBI,NASDAQ,Stock,USD,2012-07-11,2017-08-23
HTBK,NASDAQ,Stock,USD,1998-07-20,2017-08-23
HTBNF,OTCBB,Stock,USD,2016-08-05,2017-08-23
HTBX,NASDAQ,Stock,USD,2013-07-24,2017-08-23
HTCH,NASDAQ,Stock,USD,2016-01-04,2016-10-06
HTCIX,NMFQS,Mutual Fund,USD,2011-01-03,2017-08-23
HTCKF,PINK,Stock,USD,2007-09-17,2017-08-23
HTCMF,OTCBB,Stock,USD,2007-08-06,2017-08-23
HTCMY,PINK,Stock,USD,2011-04-06,2017-08-23
HTCO,PINK,Stock,USD,2016-10-26,2017-08-23
HTCTF,PINK,Stock,USD,2017-08-23,2017-08-23
HTD,NYSE,ETF,USD,2004-02-25,2017-08-23
HTDAX,NMFQS,Mutual Fund,USD,2015-09-24,2017-08-23
HTDCX,NMFQS,Mutual Fund,USD,2015-09-24,2017-08-23
HTDIX,NMFQS,Mutual Fund,USD,2015-09-24,2017-08-23
HTDRX,NMFQS,Mutual Fund,USD,2015-09-24,2017-08-23
HTDS,OTCBB,Stock,USD,2016-01-25,2017-08-23
HTECX,NMFQS,Mutual Fund,USD,2002-02-06,2017-08-23
HTF,NYSE,Stock,USD,2012-03-27,2017-08-23
HTGC,NYSE,Stock,USD,2005-06-09,2017-08-23
HTGM,NASDAQ,Stock,USD,2015-05-06,2017-08-23
HTGX,NYSE,Stock,USD,2014-07-17,2017-08-23
HTGY,NYSE,Stock,USD,2016-01-04,2017-02-02
HTGY-CL,NYSE,Stock,USD,2017-01-26,2017-02-01
HTGZ,NYSE,Stock,USD,2016-01-04,2017-02-02
HTGZ-CL,NYSE,Stock,USD,2017-01-26,2017-02-01
HTH,NYSE,Stock,USD,2004-02-19,2017-08-23
HTHIF,PINK,Stock,USD,2007-09-27,2017-08-23
HTHIY,PINK,Stock,USD,2012-04-27,2017-08-23
HTHKY,PINK,Stock,USD,2009-05-12,2017-08-23
HTHT,NASDAQ,Stock,USD,2010-03-26,2017-08-23
HTIAX,NMFQS,Mutual Fund,USD,2002-11-01,2017-08-23
HTIBX,NMFQS,Mutual Fund,USD,2002-11-01,2017-08-23
HTICX,NMFQS,Mutual Fund,USD,2002-11-01,2017-08-23
HTIFX,NMFQS,Mutual Fund,USD,2017-02-28,2017-08-23
HTIIX,NMFQS,Mutual Fund,USD,2012-05-11,2017-08-23
HTIRX,NMFQS,Mutual Fund,USD,2011-09-30,2017-08-23
HTISX,NMFQS,Mutual Fund,USD,2011-09-30,2017-08-23
HTITX,NMFQS,Mutual Fund,USD,2011-09-30,2017-08-23
HTIXX,,Mutual Fund,USD,,
HTIYX,NMFQS,Mutual Fund,USD,2003-11-28,2017-08-23
HTLD,NASDAQ,Stock,USD,1990-03-26,2017-08-23
HTLF,NASDAQ,Stock,USD,1999-01-04,2017-08-23
HTLZF,PINK,Stock,USD,2010-02-23,2017-08-23
HTM,NYSE,Stock,USD,2007-02-20,2017-08-23
HTMXQ,PINK,Stock,USD,2010-01-04,2013-10-17
HTNAX,NMFQS,Mutual Fund,USD,1986-06-02,2017-08-23
HTNBX,NMFQS,Mutual Fund,USD,1994-11-14,2017-08-23
HTNCX,NMFQS,Mutual Fund,USD,1994-11-14,2017-08-23
HTNFX,NMFQS,Mutual Fund,USD,2017-02-28,2017-08-23
HTNIX,NMFQS,Mutual Fund,USD,2007-05-31,2017-08-23
HTNYX,NMFQS,Mutual Fund,USD,2002-02-15,2017-08-23
HTOXX,,Mutual Fund,USD,,
HTPRF,PINK,Stock,USD,2007-07-18,2017-08-23
HTR,NYSE,ETF,USD,2016-01-04,2016-12-12
HTRAX,NMFQS,Mutual Fund,USD,2012-08-03,2017-08-23
HTRC,PINK,Stock,USD,1996-11-19,2017-08-23
HTRIX,NMFQS,Mutual Fund,USD,2012-08-03,2017-08-23
HTRRF,OTCBB,Stock,USD,2016-01-05,2017-08-23
HTS,NYSE,Stock,USD,2008-04-29,2016-07-20
HTSCX,NMFQS,Mutual Fund,USD,2004-12-31,2017-08-23
HTSF,OTCBB,Stock,USD,2016-02-16,2017-08-23
HTSI,NYSE,Stock,USD,,
HTSXX,,Mutual Fund,USD,,
HTTI,PINK,Stock,USD,2007-07-13,2017-08-23
HTTTF,OTCBB,Stock,USD,2015-11-05,2017-08-23
HTUS,NYSE ARCA,ETF,USD,2015-06-25,2017-08-23
HTWC,PINK,Stock,USD,2007-06-29,2017-08-14
HTWO,,Stock,USD,,
HTWR,NASDAQ,Stock,USD,2016-01-04,2016-08-24
HTXAX,NMFQS,Mutual Fund,USD,1993-09-07,2017-08-23
HTXCX,NMFQS,Mutual Fund,USD,1999-09-30,2017-08-23
HTXFF,PINK,Stock,USD,2007-08-13,2017-07-06
HTXYX,NMFQS,Mutual Fund,USD,1997-02-20,2017-08-23
HTY,NYSE,ETF,USD,2007-09-26,2017-08-23
HTZ,NYSE,Stock,USD,2006-11-16,2017-08-23
HTZ-W,NYSE,Stock,USD,2016-06-20,2016-06-30
HUABF,PINK,Stock,USD,2009-11-06,2017-08-23
HUAZ,OTCBB,Stock,USD,2009-11-17,2017-08-23
HUB-A,,Stock,USD,,
HUB-B,,Stock,USD,,
HUBAX,NMFQS,Mutual Fund,USD,2013-10-22,2017-08-23
HUBB,NYSE,Stock,USD,2015-12-24,2017-08-23
HUBBX,NMFQS,Mutual Fund,USD,2013-10-22,2017-08-23
HUBG,NASDAQ,Stock,USD,1996-03-13,2017-08-23
HUBS,NYSE,Stock,USD,2014-10-09,2017-08-23
HUBWF,PINK,Stock,USD,2009-04-17,2017-08-23
HUDEX,NMFQS,Mutual Fund,USD,2013-01-02,2017-08-23
HUDIX,NMFQS,Mutual Fund,USD,2013-01-02,2017-08-23
HUDRF,PINK,Stock,USD,2007-07-13,2017-08-23
HUGE,PINK,Stock,USD,2007-10-29,2017-08-23
HUGPF,PINK,Stock,USD,2009-01-21,2017-08-23
HUIHY,PINK,Stock,USD,2009-05-14,2017-08-23
HULAX,NMFQS,Mutual Fund,USD,1985-02-20,2017-08-23
HULCX,NMFQS,Mutual Fund,USD,1996-03-29,2017-08-23
HULEX,NMFQS,Mutual Fund,USD,2011-10-25,2017-08-23
HULIX,NMFQS,Mutual Fund,USD,2007-07-02,2017-08-23
HULYX,NMFQS,Mutual Fund,USD,1996-03-29,2017-08-23
HUM,NYSE,Stock,USD,1981-12-31,2017-08-23
HUMDX,NMFQS,Mutual Fund,USD,2016-01-04,2017-08-23
HUMEX,NMFQS,Mutual Fund,USD,2016-01-04,2017-08-23
HUML,OTCBB,Stock,USD,1997-08-29,2017-08-23
HUMRF,PINK,Stock,USD,2012-04-27,2017-08-23
HUN,NYSE,Stock,USD,2005-02-14,2017-08-23
HUNAX,NMFQS,Mutual Fund,USD,2014-01-02,2016-12-29
HUNCX,NMFQS,Mutual Fund,USD,2014-01-02,2016-12-28
HUNIX,NMFQS,Mutual Fund,USD,2014-01-02,2016-12-29
HUNT,NASDAQ,Stock,USD,2017-02-17,2017-08-23
HUNTU,NASDAQ,Stock,USD,2016-11-18,2017-08-23
HUNTW,NASDAQ,Stock,USD,2017-01-26,2017-08-23
HUOAX,NMFQS,Mutual Fund,USD,2015-11-04,2016-07-22
HUOCX,NMFQS,Mutual Fund,USD,2015-11-04,2016-07-22
HUOIX,NMFQS,Mutual Fund,USD,2015-11-04,2016-07-22
HUQVF,PINK,Stock,USD,2012-12-17,2017-08-23
HURC,NASDAQ,Stock,USD,1989-09-05,2017-08-23
HURN,NASDAQ,Stock,USD,2004-10-13,2017-08-23
HUSA,NYSE,Stock,USD,2002-01-22,2017-08-23
HUSE,NYSE ARCA,ETF,USD,2012-08-03,2017-08-23
HUSEX,NMFQS,Mutual Fund,USD,2011-10-25,2017-08-23
HUSIF,OTCBB,Stock,USD,2016-01-08,2017-08-23
HUSIX,NMFQS,Mutual Fund,USD,2007-07-02,2017-08-23
HUSKF,PINK,Stock,USD,2000-09-13,2017-08-23
HUSQF,PINK,Stock,USD,2007-03-02,2017-08-23
HUSV,NYSE ARCA,Stock,USD,2016-08-25,2017-08-23
HUTN,PINK,Stock,USD,2016-01-21,2017-08-23
HUWHY,PINK,Stock,USD,2007-07-13,2015-06-18
HUWX,PINK,Stock,USD,2014-07-21,2017-08-23
HVB,NYSE,Stock,USD,1999-12-13,2015-06-30
HVBC,NASDAQ,Stock,USD,2017-01-12,2017-08-23
HVEIX,NMFQS,Mutual Fund,USD,2017-01-03,2017-08-23
HVENX,NMFQS,Mutual Fund,USD,,
HVGDF,PINK,Stock,USD,2007-07-13,2017-08-23
HVICX,NMFQS,Mutual Fund,USD,,
HVOAX,NMFQS,Mutual Fund,USD,2002-02-15,2017-08-23
HVOBX,NMFQS,Mutual Fund,USD,2002-02-15,2017-08-23
HVOCX,NMFQS,Mutual Fund,USD,2002-02-15,2017-08-23
HVOFX,NMFQS,Mutual Fund,USD,2017-02-28,2017-08-23
HVOIX,NMFQS,Mutual Fund,USD,2006-08-31,2017-08-23
HVORX,NMFQS,Mutual Fund,USD,2006-12-21,2017-08-23
HVOSX,NMFQS,Mutual Fund,USD,2006-12-21,2017-08-23
HVOTX,NMFQS,Mutual Fund,USD,2006-12-21,2017-08-23
HVOYX,NMFQS,Mutual Fund,USD,2002-02-15,2017-08-23
HVPW,NYSE ARCA,ETF,USD,2013-02-28,2017-07-03
HVRRY,PINK,Stock,USD,2007-07-13,2017-08-23
HVST,PINK,Stock,USD,2015-11-04,2017-08-23
HVT,NYSE,Stock,USD,1992-02-25,2017-08-23
HVT-A,NYSE,Stock,USD,1992-02-25,2017-08-23
HW,NYSE,Stock,USD,1995-08-24,2017-07-14
HWAAX,NMFQS,Mutual Fund,USD,2006-01-03,2017-08-23
HWACX,NMFQS,Mutual Fund,USD,2003-08-28,2017-08-23
HWAIX,NMFQS,Mutual Fund,USD,2014-01-02,2017-08-23
HWAL,PINK,Stock,USD,2012-01-30,2017-08-23
HWAY,NASDAQ,Stock,USD,,
HWBK,NASDAQ,Stock,USD,1999-07-20,2017-08-23
HWCAX,NMFQS,Mutual Fund,USD,2014-01-02,2017-08-23
HWCC,NASDAQ,Stock,USD,2006-06-15,2017-08-23
HWCCX,NMFQS,Mutual Fund,USD,2004-09-01,2017-08-23
HWCIX,NMFQS,Mutual Fund,USD,2004-09-01,2017-08-23
HWDAX,NMFQS,Mutual Fund,USD,2011-05-31,2017-08-23
HWDCX,NMFQS,Mutual Fund,USD,2011-05-31,2017-08-23
HWDFX,NMFQS,Mutual Fund,USD,2017-02-28,2017-08-23
HWDIX,NMFQS,Mutual Fund,USD,2011-05-31,2017-08-23
HWDRX,NMFQS,Mutual Fund,USD,2011-05-31,2017-08-23
HWDSX,NMFQS,Mutual Fund,USD,2011-05-31,2017-08-23
HWDTX,NMFQS,Mutual Fund,USD,2011-05-31,2017-08-23
HWDVX,NMFQS,Mutual Fund,USD,2015-01-02,2017-08-23
HWDYX,NMFQS,Mutual Fund,USD,2011-05-31,2017-08-23
HWEN,PINK,Stock,USD,1996-07-02,2017-08-23
HWG,AMEX,Stock,USD,,
HWGAX,NMFQS,Mutual Fund,USD,2013-09-03,2017-08-23
HWGG,OTCBB,Stock,USD,2017-01-20,2017-08-10
HWGIX,NMFQS,Mutual Fund,USD,2013-01-02,2017-08-23
HWHAX,NMFQS,Mutual Fund,USD,2009-05-29,2017-08-23
HWHCX,NMFQS,Mutual Fund,USD,2013-01-02,2017-08-23
HWHIX,NMFQS,Mutual Fund,USD,2009-03-31,2017-08-23
HWIAX,NMFQS,Mutual Fund,USD,2011-02-28,2017-08-23
HWIFF,PINK,Stock,USD,2008-12-24,2017-08-23
HWIIX,NMFQS,Mutual Fund,USD,2010-12-31,2017-08-23
HWKAX,NMFQS,Mutual Fund,USD,2004-06-28,2017-08-23
HWKN,NASDAQ,Stock,USD,1993-10-27,2017-08-23
HWKR,PINK,Stock,USD,2010-04-30,2017-08-23
HWLAX,NMFQS,Mutual Fund,USD,2001-10-26,2017-08-23
HWLCX,NMFQS,Mutual Fund,USD,2002-02-04,2017-08-23
HWLIX,NMFQS,Mutual Fund,USD,1987-06-24,2017-08-23
HWLRX,NMFQS,Mutual Fund,USD,2003-08-28,2017-08-23
HWMAX,NMFQS,Mutual Fund,USD,2000-12-29,2017-08-23
HWMCX,NMFQS,Mutual Fund,USD,2000-12-29,2017-08-23
HWMIX,NMFQS,Mutual Fund,USD,1996-12-31,2017-08-23
HWMRX,NMFQS,Mutual Fund,USD,2014-01-02,2017-08-23
HWNIX,NMFQS,Mutual Fund,USD,2016-01-04,2017-08-23
HWPR,OTCBB,Stock,USD,2007-07-17,2017-08-23
HWRI,PINK,Stock,USD,1999-12-22,2017-08-23
HWSAX,NMFQS,Mutual Fund,USD,2000-10-06,2017-08-23
HWSCX,NMFQS,Mutual Fund,USD,2002-02-04,2017-08-23
HWSIX,NMFQS,Mutual Fund,USD,2014-01-02,2017-08-23
HWVAX,NMFQS,Mutual Fund,USD,2014-07-01,2017-08-23
HWVIX,NMFQS,Mutual Fund,USD,2014-07-01,2017-08-23
HXBIX,NMFQS,Mutual Fund,USD,1996-02-26,2017-08-23
HXBM,PINK,Stock,USD,1999-03-25,2017-08-23
HXBZX,NMFQS,Mutual Fund,USD,2001-01-30,2017-08-23
HXGBF,PINK,Stock,USD,2007-01-16,2017-08-23
HXGBY,PINK,Stock,USD,2012-03-01,2017-08-23
HXGCF,PINK,Stock,USD,2007-10-02,2017-08-23
HXIAX,NMFQS,Mutual Fund,USD,2014-01-02,2017-08-23
HXIIX,NMFQS,Mutual Fund,USD,2014-01-02,2017-08-23
HXL,NYSE,Stock,USD,1987-11-05,2017-08-23
HXPLF,PINK,Stock,USD,2012-08-27,2017-08-23
HXWWF,PINK,Stock,USD,2012-12-27,2017-08-23
HY,NYSE,Stock,USD,2012-10-01,2017-08-23
HYB,NYSE,ETF,USD,1988-02-19,2017-08-23
HYBUX,NMFQS,Mutual Fund,USD,2001-12-28,2017-08-23
HYCAX,NMFQS,Mutual Fund,USD,2017-02-01,2017-08-23
HYCCX,NMFQS,Mutual Fund,USD,2017-02-01,2017-08-23
HYCYX,NMFQS,Mutual Fund,USD,2017-02-01,2017-08-23
HYD,NYSE ARCA,ETF,USD,2009-02-05,2017-08-23
HYDB,OTCMKTS,ETF,USD,2017-07-13,2017-08-23
HYDD,NYSE ARCA,Stock,USD,2016-06-16,2017-08-23
HYDI,PINK,Stock,USD,1999-03-15,2017-08-23
HYEG,PINK,Stock,USD,2005-02-15,2017-08-23
HYEM,NYSE ARCA,ETF,USD,2012-05-14,2017-08-23
HYF,NYSE,ETF,USD,1998-06-24,2016-06-30
HYFAX,NMFQS,Mutual Fund,USD,2002-12-04,2017-08-23
HYFIX,NMFQS,Mutual Fund,USD,2002-12-04,2017-08-23
HYFRX,NMFQS,Mutual Fund,USD,2002-12-04,2017-08-23
HYFXF,PINK,Stock,USD,2006-02-07,2017-08-23
HYFXY,PINK,Stock,USD,2009-03-23,2017-08-23
HYG,NYSE ARCA,ETF,USD,2007-04-11,2017-08-23
HYGH,NYSE ARCA,ETF,USD,2014-05-29,2017-08-23
HYGS,NASDAQ,Stock,USD,2000-11-01,2017-08-23
HYH,NYSE,Stock,USD,2014-10-21,2017-08-23
HYHG,BATS,ETF,USD,2013-05-23,2017-08-23
HYI,NYSE,ETF,USD,2010-10-27,2017-08-23
HYIFX,NMFQS,Mutual Fund,USD,2013-01-02,2017-08-23
HYIH,NYSE ARCA,ETF,USD,2015-03-03,2017-08-23
HYINX,NMFQS,Mutual Fund,USD,2003-09-30,2017-08-23
HYIZX,NMFQS,Mutual Fund,USD,2016-08-03,2017-08-23
HYKCF,PINK,Stock,USD,2007-07-19,2017-08-23
HYLB,NYSE ARCA,Stock,USD,2016-12-07,2017-08-23
HYLD,NYSE ARCA,ETF,USD,2010-12-01,2017-08-23
HYLS,NASDAQ,ETF,USD,2013-02-27,2017-08-23
HYLSX,NMFQS,Mutual Fund,USD,2004-10-11,2017-08-23
HYLV,NYSE ARCA,Stock,USD,2017-02-15,2017-08-23
HYMAX,NMFQS,Mutual Fund,USD,2004-12-30,2017-08-23
HYMB,NYSE ARCA,ETF,USD,2011-04-14,2017-08-23
HYMCX,NMFQS,Mutual Fund,USD,2004-12-30,2017-08-23
